Músicas,Álbuns,Artistas,Data de Lançamento,ISRC,Rank,Track Score,Explicit Track
Original som fan,HIPHOPP Vol. 1,OP,10/30/2018,SE5BU1734432,"2,466",28.7,0
SLAY!,SLAY!,Eternxlkz,3/15/2024,QM4TX2453776,"2,471",28.7,1
Zaroori Tha,Sahir Ali Bagga Special,Rahat Fateh Ali Khan,12/31/2017,PKA0A1800272,"2,463",28.7,0
Deixa,Deixa,Maria Marï¿½ï,3/21/2023,BRMKP2300072,"2,467",28.7,0
We Didnï¿½ï¿½ï¿½t Start Th,We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,6/28/2023,USAT22306291,"2,464",28.7,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý- Sayonara,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý!- Sayonara - Single,Kenshi Yonezu,4/8/2024,JPU902400966,"2,473",28.7,0
Proud Mary - 2023 Remaster,What's Love Got to Do with It (30th Anniversary Deluxe Edition),Tina Turner,4/26/2024,GBAYE2300346,"2,460",28.7,0
Runaway (U & I),Runaway (U & I),Galantis,10/5/2014,USAT21404265,"2,469",28.7,0
Ley Seca,Ley Seca,Jhay Cortez,9/2/2021,USUM72113444,"2,462",28.7,0
Dawns (feat. Maggie Rogers),Dawns (feat. Maggie Rogers) - Single,Zach Bryan,1/27/2023,USWB12300176,"2,461",28.7,1
Mesafe,Mesafe,Semicenk,9/1/2023,TR0012300295,"2,470",28.7,0
Numb,Meteora,Linkin Park,3/24/2003,USWB10300474,"2,472",28.7,0
So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,USUG12402544,"2,478",28.6,0
Hola,Climaxxx,Dalex,5/10/2019,QM9WM1900108,"2,483",28.6,0
Dark Red,Dark Red,Steve Lacy,2/20/2017,GBKPL1778015,"2,475",28.6,0
Diosa,Easy Money Baby,Myke Towers,1/24/2020,QM4TW2040256,"2,484",28.6,1
Sand Monkey,Sand Monkey,Kid Pharaoh,9/1/2022,AUOXM2200511,"2,479",28.6,1
Wagon Wheel,True Believers,Darius Rucker,1/1/2013,USCN11200248,"2,477",28.6,0
Dil Galti Kar Baitha Hai,Dil Galti Kar Baitha Hai,Jubin Nautiyal,9/25/2021,INS182101589,"2,482",28.6,0
Is There Someone Else?,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106692,"2,485",28.6,0
Dream Girl,Deeper 2.0,Ir Sais,9/27/2017,TCADG1788520,"2,481",28.6,0
Wild Side (feat. Cardi B),Wild Side (feat. Cardi B) - Single,Normani,7/16/2021,USRC12101473,"2,476",28.6,1
Bi' Tek Ben Anlarï¿½,Bi' Tek Ben Anlarï¿½,Kï¿½ï,3/18/2022,TRAUR2200002,"2,480",28.6,0
Location (feat. Burna Boy),PSYCHODRAMA,Dave,3/8/2019,GBUM71900578,"2,490",28.5,1
Mon Amour,Mon Amour,Annalisa,3/31/2023,ITQ002300239,"2,488",28.5,0
"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,7/18/2023,INH102310310,"2,495",28.5,0
Cake By The Ocean - Cover,SEXY BEACH SONGS,MUSIC LAB JPN,5/28/2023,TCJPV2335795,"2,540",28.5,1
Pray For Me,Pray For Me (with Kendrick Lamar),The Weeknd,2/2/2018,USUM71800001,"2,491",28.5,1
p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,5/14/2021,QMJMT2103642,"2,487",28.5,1
Position,Prime,Franglish,2/15/2024,FRD8V2400040,"2,492",28.5,0
Motley Crew,Motley Crew,Post Malone,7/9/2021,USUM72111566,"2,486",28.5,1
Poppin,2 Alivï¿,Yeat,2/18/2022,USUM72202097,"2,493",28.5,1
Memories,Memories,Conan Gray,4/15/2022,USUM72204111,"2,494",28.5,0
Casi Completa,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,QZ7HP2300096,"2,489",28.5,0
JOLENE,COWBOY CARTER,Beyoncï¿,3/27/2024,USSM12402711,"2,500",28.4,0
Roï¿½ï¿½a Em,Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,11/17/2022,BRTLW2200006,"2,502",28.4,0
"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]","Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",Camidoh,4/8/2022,GBX722200156,"2,498",28.4,1
Kya Hua,Blackout (Original Motion Picture Soundtrack),Vishal Mishra,5/31/2024,INP912410081,"2,497",28.4,0
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,9/27/2019,USUM71919280,"2,499",28.4,1
Ch-Ch-Ch Chick (feat. Chick McGee),A Couple of Nuts,Bob and Tom,4/18/2013,QZ5HC2126407,"2,501",28.4,0
10 Things I Hate About You,10 Things I Hate About You,Leah Kate,3/23/2022,QZES62254244,"2,496",28.4,1
Adios Amor,Adios Amor,Christian Nodal,2/16/2018,PEBQ91892842,"2,517",28.3,0
X ï¿½ï¿½LTIMA,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201738,"2,503",28.3,1
Lalala - Ilkan Gunuc Remix,Lalala (Ilkan Gunuc Remix),Y2K,10/28/2019,USSM12002468,"2,515",28.3,1
Poco A Poco,Poco A Poco - Single,Xavi,9/23/2023,USA2P2344729,"2,514",28.3,0
The Alchemy,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401042,"2,513",28.3,0
Sunday Service,Sunday Service,Latto,2/9/2024,USRC12400151,"2,505",28.3,1
Red Ruby Da Sleeze,Red Ruby Da Sleeze,Nicki Minaj,3/3/2023,USUM72302705,"2,504",28.3,1
Mama,Mama,Jonas Blue,5/5/2017,GBUM71701777,"2,509",28.3,0
Puta Mexicana,Som das Regiï¿½ï,DJ Jeeh FDC,12/6/2022,QZW9M2275605,"2,508",28.3,1
Self Care,Self Care,Mac Miller,7/13/2018,USWB11801215,"2,516",28.3,1
Out of Time,The Highlights (Deluxe),The Weeknd,2/5/2021,USUG12106689,"2,507",28.3,0
Karma,Midnights (3am Edition),Taylor Swift,10/21/2022,USUG12205729,"2,510",28.3,0
About You,Being Funny In a Foreign Language,The 1975,10/14/2022,GBK3W2202321,"2,506",28.3,0
BED,BED,Joel Corry,2/26/2021,UK4ZF2100069,"2,512",28.3,0
23,23,Chayce Beckham,5/14/2021,QMRSZ2101045,"2,511",28.3,0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401053,"2,525",28.2,0
Andas En Mi Cabeza,Bachatas Mix,Chino & Nacho,4/22/2017,FR2X41775359,"2,522",28.2,0
Remember,Club House,Becky Hill,4/23/2021,GBUM72102420,"2,529",28.2,0
Here's Your Perfect,Here's Your Perfect,Jamie Miller,4/30/2021,USAT22101294,"2,523",28.2,0
Highs & Lows,Highs & Lows,Prinz,6/2/2023,GBARL2300644,"2,530",28.2,0
Survivorï¿½ï¿½ï¿½s R,Survivorï¿½ï¿½ï¿½s R,Roddy Ricch,5/31/2024,USAT22403043,"2,535",28.2,1
Halloween,Halloween,Blood Dance,10/6/2022,CAENV2255241,"2,534",28.2,0
Impossible,Impossible - Single,RIIZE,4/18/2024,KRA302400078,"2,533",28.2,0
El Rescate,El Rescate - Single,Grupo Marca Registrada,7/22/2022,USDXS2202347,"2,528",28.2,1
Wockesha,A Gangstaï¿½ï¿½ï¿½,Moneybagg Yo,4/23/2021,USUM72105621,"2,518",28.2,1
Mirame,Mirame - Single,Blessd,4/17/2024,QZZ3N2400057,"2,532",28.2,1
Pantysito,Pantysito,Alejo,3/18/2022,USUG12201485,"2,526",28.2,1
brutal,SOUR,Olivia Rodrigo,5/21/2021,USUG12101242,"2,524",28.2,1
Recognize (feat. Drake),PARTYNEXTDOOR TWO,PARTYNEXTDOOR,7/29/2014,USWB11401866,"2,531",28.2,1
Daylight,For All The Dogs,Drake,10/6/2023,USUG12306070,"2,521",28.2,1
Lovefool,Lovefool,twocolors,5/8/2020,DEUM72001376,"2,519",28.2,0
Rich Flex,Her Loss,Drake,11/3/2022,USUG12208614,"2,520",28.2,0
MEMORIAS,Microdosis,Mora,4/1/2022,QM4TX2252943,"2,527",28.2,0
Mood Malandro,Mood Malandro,Cï¿½ï¿½dig,8/24/2023,QM3DF2276204,"2,538",28.1,0
JACKIE BROWN,WASTELAND,Brent Faiyaz,7/8/2022,QM24S2203177,"2,542",28.1,1
TELEFONO NUEVO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364190,"2,544",28.1,1
Danï¿½ï¿½a Ma,Danï¿½ï¿½a Ma,Bolofofos,5/3/2019,CAHQJ1924665,"2,536",28.1,0
Kalkatiya Raja,Kalkatiya Raja,Pawan Singh,9/22/2023,DGA092395791,"2,545",28.1,0
Drippy,Drippy,Sidhu Moose Wala,2/2/2024,INU252412475,"2,537",28.1,1
Never Going Home,Summer 2021,Kungs,4/28/2021,FR9W12110749,"2,539",28.1,0
Problemï¿½,Problemï¿½,Alvaro Diaz,10/22/2021,USUM72118879,"2,548",28.1,0
Waiting for the End,Papercuts,Linkin Park,4/12/2024,USWB12401899,"2,541",28.1,0
Pacto (feat. Luar La L),Pacto (feat. Luar La L),Jay Wheeler,4/24/2023,USUYG1480456,"2,547",28.1,1
Nena Maldiciï¿½ï¿½n (feat. Lenny Tavï¿,Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,1/30/2018,TCADL1878978,"2,546",28.1,0
Talk talk,BRAT,Charli xcx,6/7/2024,USAT22401345,"2,540",28.1,0
Daisy,Daisy,Ashnikko,7/9/2020,GBAYE2000596,"2,543",28.1,1
Fast Forward,GAME PLAN,JEON SOMI,8/7/2023,KSA002301968,"2,556",28.0,0
Ice Attack,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402029,"2,553",28.0,1
Stolen Dance,Die Ultimative Chartshow - Hits 2013,Milky Chance,1/1/2013,DEL211300741,"2,558",28.0,0
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,3/17/2023,USA2P2251867,"2,554",28.0,1
Satu Rasa Cinta,Satu Rasa Cinta,Fira Cantika,12/16/2022,IDA601902645,"2,555",28.0,0
Azul,Colores,J Balvin,3/19/2020,USUM72001731,"2,557",28.0,0
LOCATION,LOCATION,KAROL G,2/12/2021,USUM72023897,"2,551",28.0,1
Terminator,Terminator,King Promise,5/5/2023,GBARL2300512,"2,559",28.0,0
Orang Yang Salah - Sped Up Version,Orang Yang Salah (Sped Up Version),Luvia band,9/20/2023,IDA192303865,"2,552",28.0,0
Snowman,Snowman,Sia,11/9/2017,USAT21704212,"2,561",28.0,0
Hurricane,Donda,Kanye West,8/29/2021,USUM72116311,"2,549",28.0,0
Rumah Singgah,Rumah Singgah,Fabio Asher,5/5/2022,SGB502214308,"2,550",28.0,0
Strip That Down (feat. Quavo),Strip That Down,Liam Payne,5/18/2017,GBUM71701628,"2,560",28.0,0
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,9/30/2023,QZTB22394231,"2,570",27.9,1
Khodni,Khodni - Single,AL SHAMI,5/16/2024,LBA132400598,"2,566",27.9,0
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,1/11/2019,USQX91803314,"2,564",27.9,1
Minha Heranï¿½,Minha Heranï¿½,Ana Castela,5/30/2024,BKA7Y2400034,"2,575",27.9,0
Diva Yorgun,Diva Yorgun,Melike ï¿½ï¿½,6/16/2023,TRBYM2000179,"2,574",27.9,0
Can't Get Enough,Can't Get Enough,Jennifer Lopez,1/10/2024,QMRSZ2301148,"2,565",27.9,1
The Man He Sees in Me,The Man He Sees in Me,Luke Combs,6/6/2024,US6XF2400108,"2,569",27.9,0
Dilemma,Nellyville (Explicit Version),Nelly,6/25/2002,USUR10200370,"2,573",27.9,1
20 Tragos,20 Tragos,Yiï¿½,11/25/2022,USL4Q2255557,"2,568",27.9,1
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,5/26/2023,USUM72307802,"2,572",27.9,1
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),g3ox_em,8/22/2022,QZNWS2230712,"2,571",27.9,0
Jackie Chan,Jackie Chan,Tiï¿½ï¿,5/18/2018,CYA111800123,"2,562",27.9,1
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,4/22/2022,USUG12202336,"2,563",27.9,0
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,11/3/2022,BRRGE2200815,"2,576",27.9,0
Mil Preguntas,Mil Preguntas - Single,The La Planta,3/7/2024,BK4DA2407011,"2,567",27.9,0
OJALï¿,OJALï¿,Maria Becerra,6/1/2022,USAT22205402,"2,579",27.8,0
Bejeweled,Midnights,Taylor Swift,10/21/2022,USUG12205715,"2,577",27.8,0
Lovin On Me,Lovin On Me - Single,Jack Harlow,11/10/2023,USAT22311372,"2,583",27.8,0
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,9/15/2023,USA2P2342327,"2,580",27.8,0
Heaven,Kane Brown (Deluxe Edition),Kane Brown,10/6/2017,USRN11700088,"2,584",27.8,0
Rolex,Rolex,Ayo & Teo,1/13/2017,USUYG1126838,"2,585",27.8,0
That Girl,That Girl,Amrinder Gill,5/24/2024,CBEGD2400001,"2,582",27.8,0
FERXXO 151,FERXXO 151,Feid,8/25/2023,USUM72312300,"2,587",27.8,0
Dhaniya Ae Jaan,Dhaniya Ae Jaan,Pawan Singh,9/14/2023,ING642306994,"2,589",27.8,0
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,1/1/2013,GBUM71301823,"2,586",27.8,0
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208961,"2,578",27.8,1
Drunk in Love,Beyoncï¿½ï¿½ (Del,Beyoncï¿,12/13/2013,USSM11307800,"2,588",27.8,1
La Vida Sin Ti,La Vida Sin Ti,Rels B,4/22/2024,UYB282476005,"2,581",27.8,0
FREAK,YUQ1,YUQI,4/23/2024,KRA392400004,"2,604",27.7,0
Casa Mia,Casa Mia,Ghali,2/7/2024,ITQ002400008,"2,607",27.7,0
Kaikai Kitan,ýýýýýýýýýýýý,Eve,10/3/2020,JPTF02017001,"2,596",27.7,0
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,1/22/2021,USAT22100132,"2,603",27.7,1
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,9/13/2019,USC4R1902750,"2,594",27.7,0
Go Fuck Yourself,First Steps,Two Feet,7/29/2016,DEVF11600016,"2,591",27.7,1
Crocodile Tearz,Might Delete Later,J. Cole,4/5/2024,USUG12402403,"2,600",27.7,1
PLIS,PLIS,Camilo,2/6/2024,USSD12400017,"2,593",27.7,0
Back to Me,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400005,"2,599",27.7,1
Antidepresan,Antidepresan,Mert Demir,11/4/2022,USA2P2247676,"2,605",27.7,0
Rise,Rise,Jonas Blue,5/25/2018,GBUM71802109,"2,592",27.7,0
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,1/1/2011,GBUM71111565,"2,606",27.7,0
8:00 AM,8:00 AM,Nicki Nicole,5/17/2023,UYB282300034,"2,601",27.7,1
PICK IT UP (feat. A$AP Rocky),Pick It Up (feat. A$AP Rocky),Famous Dex,10/20/2017,QMCE31701365,"2,595",27.7,1
Double Fantasy (with Future),Double Fantasy,The Weeknd,4/21/2023,USUG12302627,"2,597",27.7,1
Jungle,Jungle,Alok,9/22/2023,DEE862301476,"2,590",27.7,0
Fisherrr,Fisherrr - Single,Cash Cobain,2/28/2024,NL8RL2403852,"2,598",27.7,1
Thank You for Being You,Thank You for Being You,OctaSounds,9/7/2022,SGB502236932,"2,602",27.7,0
Wild as Her,Wild as Her,Corey Kent,3/4/2022,TCAGA2290354,"2,614",27.6,0
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,8/2/2018,USAT21810504,"2,611",27.6,0
Black Friday,Black Friday,Tom Odell,9/20/2023,USA2P2342595,"2,616",27.6,0
Summertime Sadness (Sped Up),Summertime Sadness (Sped Up),Lana Del Rey,5/4/2022,GBUM72206500,"2,613",27.6,0
Ignorantes,Ignorantes,Bad Bunny,2/14/2020,QM4TW2090210,"2,618",27.6,1
Break Free,Pop Party 13,Ariana Grande,1/1/2014,USUM71409719,"2,610",27.6,0
Risk,Risk,Gracie Abrams,5/1/2024,USUG12401764,"2,617",27.6,0
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,11/27/2020,UYB282001011,"2,615",27.6,0
WY@,WY@,Brent Faiyaz,9/19/2023,QZNMX2317490,"2,609",27.6,1
Acapulco,Acapulco,Jason Derulo,9/3/2021,USAT22102812,"2,608",27.6,0
GHOST TOWN,GHOST TOWN,Benson Boone,10/15/2021,USWB12103472,"2,612",27.6,0
Bande organisï¿½,Bande organisï¿½,13 Organisï¿,8/15/2020,FRX282066018,"2,625",27.5,1
Only Human,Happiness Begins,Jonas Brothers,6/7/2019,USUG11901281,"2,634",27.5,0
Daddy Issues,Wiped Out!,The Neighbourhood,10/30/2015,USSM11506747,"2,627",27.5,0
Cha Cha Cha,Cha Cha Cha,Kï¿½ï¿½ï¿½,1/17/2023,FIWMA2200519,"2,624",27.5,0
Raining In Manila,Raining In Manila,Lola Amour,6/14/2023,PHW012300171,"2,633",27.5,0
Diabï¿½ï¿½,Diabï¿½ï¿½,Cris Mj,11/8/2023,QMFME2394856,"2,628",27.5,1
HE KNOWS (feat. Lil Nas X),HE KNOWS (feat. Lil Nas X),Camila Cabello,5/10/2024,USUG12402116,"2,632",27.5,1
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,6/16/2017,GBARL1700772,"2,626",27.5,1
Everybody make some Tik Tok,Everybody make some some Tik Tok,Bounce Oï¿½ï¿½ï¿,5/22/2019,ITV951900027,"2,621",27.5,0
Another Love (Tiï¿½ï¿½sto Re,Another Love (Tiï¿½ï¿½sto Re,Tom Odell,5/13/2022,GBARL2201039,"2,620",27.5,0
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,5/13/2021,QZJ842000873,"2,631",27.5,1
Tu Aake Dekhle,The Carnival,King,9/21/2020,FRX762050882,"2,629",27.5,0
Red Leather,WE STILL DON'T TRUST YOU,Future,4/12/2024,USSM12403108,"2,630",27.5,1
Viva La Vida,Meu Pai ï¿½ï¿½ do ,Coldplay,9/21/2005,GBAYE0800265,"2,619",27.5,0
Nice to Meet You,Nice to Meet You,Imagine Dragons,5/24/2024,USUM72404007,"2,623",27.5,0
Verte Ir,Verte Ir,DJ Luian,3/28/2019,QZ7B81700011,"2,622",27.5,0
Pink + White,Blonde,Frank Ocean,8/20/2016,QZ5C81600003,"2,642",27.4,0
Mother,Takin' It Back (Deluxe),Meghan Trainor,3/4/2023,USSM12300425,"2,640",27.4,1
Flashback (feat. Gazo),Flashback,Favï¿,9/15/2023,DGA082396900,"2,654",27.4,1
Space Song,Depression Cherry,Beach House,8/21/2015,USSUB1512203,"2,646",27.4,0
OKAY,OKAY (Versions),JT,4/24/2024,USUG12400080,"2,641",27.4,1
Rude,Rude,MAGIC!,7/23/2013,TCABP1349192,"2,650",27.4,0
Chill Bill,The RCA-List (Vol. 2),Rob $tone,1/1/2016,USRC11601124,"2,649",27.4,1
My Way,My Way,Calvin Harris,9/16/2016,GBARL1601358,"2,636",27.4,0
Big City Life,Big City Life,Luude,6/16/2022,AUDCB1702119,"2,653",27.4,0
Luchï¿½ï¿½ La,Luchï¿½ï¿½ La Ley - Si,BoomBoxRepairKit,5/20/2022,QZHN62294886,"2,645",27.4,0
Wife,Wife,(G)I-DLE,1/21/2024,KRA392300032,"2,643",27.4,0
'Till I Collapse,The Eminem Show,Eminem,5/26/2002,USIR10211066,"2,651",27.4,1
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,9/6/2010,USWB11002103,"2,655",27.4,1
Jumbotron Shit Poppin,Her Loss,Drake,11/4/2022,USUG12208610,"2,635",27.4,1
La Nota,La Nota,Manuel Turizo,10/8/2020,QZDYA1800024,"2,648",27.4,0
Amor a Primera Vista,Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,6/14/2019,MX1721901080,"2,644",27.4,0
Solo,Solo,Myles Smith,11/15/2023,UKXN22382205,"2,647",27.4,0
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,5/1/2023,USA2P2310663,"2,639",27.4,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Bonnadol,3/15/2023,THSOH2301617,"2,652",27.4,0
Elini Ver,Elini Ver,Amo988,5/15/2024,TRBUL2400025,"2,637",27.4,0
Sex Music,Sex Music,Tank,6/29/2010,USAT21001199,"2,638",27.4,0
Porfa,Porfa,Feid,12/13/2019,USUM71924087,"2,661",27.3,0
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,1/7/2022,QMCE32200042,"2,671",27.3,1
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Speak Now (Taylor's Version),Taylor Swift,7/7/2023,USUG12302091,"2,673",27.3,0
Derniï¿½ï¿½re d,Derniï¿½ï¿½re D,Indila,11/13/2013,FRUM71301049,"2,672",27.3,0
Prada (Valexus Remix),Prada (feat. Valexus) [Valexus Remix],cassï¿,9/8/2023,GBCEN2300156,"2,667",27.3,1
"A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)",Donald,8/24/2022,GBUQH2200069,"2,666",27.3,0
Fight Song,Fight Song,Rachel Platten,12/2/2014,USSM11500753,"2,670",27.3,0
Pepas,Pepas - Single,Farruko,8/20/2022,QZN882262975,"2,974",27.3,0
Satu Rasa Cinta,Satu Rasa Cinta - Single,Happy Asmara,12/3/2022,DGA082216479,"2,662",27.3,0
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,7/11/2019,GBAHS1900714,"2,665",27.3,0
Losing It,Losing It,FISHER,7/13/2018,CA5KR1821202,"2,668",27.3,0
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,5/5/2023,QZVEM2324634,"2,657",27.3,1
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,12/21/2018,USAT21812918,"2,660",27.3,1
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,4/23/2021,USRC12100749,"2,669",27.3,1
Perfect Strangers,Perfect Strangers,Jonas Blue,6/3/2016,GBUM71602437,"2,664",27.3,0
Hey Brother,TRUE,Avicii,1/1/2013,CH3131340084,"2,663",27.3,0
Otra Noche,Otra Noche - Single,Los ï¿½ï¿½ngeles Az,11/11/2021,MX1722101437,"2,659",27.3,0
Yet To Come,Proof,BTS,6/10/2022,USA2P2226300,"2,656",27.3,0
When I'm Gone,When Iï¿½ï¿½ï¿½m Gone (with Katy ,Alesso,12/29/2021,USUG12106230,"2,658",27.3,0
Girlfriend,The Second Wave (Deluxe),Ruger,6/17/2022,GBARL2201233,"2,691",27.2,1
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,6/1/2023,USAT22305791,"2,680",27.2,0
911,911,Fuerza Regida,11/30/2022,QZ9QQ2200130,"2,676",27.2,0
Always,NEVER ENOUGH,Daniel Caesar,4/7/2023,USUG12209355,"2,688",27.2,1
YKWIM?,Bipolar,Yot Club,5/31/2019,CAGOO1966522,"2,681",27.2,0
Damage,Damage,H.E.R.,10/21/2020,USRC11903897,"2,686",27.2,0
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,8/7/2020,USLD91728036,"2,687",27.2,1
Bellyache,Bellyache,Billie Eilish,2/24/2017,USUM71615103,"2,679",27.2,0
No Wahala,No Wahala,1da Banton,7/2/2021,QZHZ52129395,"2,685",27.2,0
Wait a Minute!,ARDIPITHECUS,WILLOW,1/11/2015,QMJMT1500801,"2,678",27.2,0
HONEY BEES,HONEY BEES - Single,Hachi,2/6/2023,TCJPU2362002,"2,675",27.2,0
Gypsy,Gypsy,G.D. Kaur,5/10/2022,FR96X2229645,"2,682",27.2,0
Ojos Marrones,Ojos Marrones,Lasso,6/3/2022,MXUM72200528,"2,690",27.2,0
WASTE,DISORDER,Kxllswxtch,10/29/2021,USUYG1393224,"2,684",27.2,1
512,Primer Dia de Clases,Mora,2/5/2021,QM4TW2165662,"2,674",27.2,1
MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,DJ GLK,8/5/2022,BXIV82279381,"2,689",27.2,1
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,6/30/2023,QM7282376030,"2,677",27.2,0
Wake Up (feat. Chris Brown),Wake Up (feat. Chris Brown),Skylar Blatt,4/26/2024,USAR12300479,"2,683",27.2,1
Sï¿½ï¿½guelo Bail,Odisea,Ozuna,8/25/2017,USXDR1700560,"2,705",27.1,0
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,3/10/2023,USRC12300209,"2,699",27.1,0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,11/19/2021,USWD12112911,"2,698",27.1,0
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,7/26/2019,USUM71913434,"2,702",27.1,0
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Lyfï¿,Yeat,9/9/2022,USUM72217061,"2,701",27.1,1
Praise Jah in the Moonlight,Praise Jah in the Moonlight - Single,Uzii BigTalk,12/25/2023,TCAHS2392343,"2,694",27.1,1
Bon appï¿½ï¿,Bon Appï¿½ï¿,Katy Perry,4/28/2017,USUM71702488,"2,700",27.1,0
I'm the One,EPIC AF,DJ Khaled,1/1/2017,USSM11703300,"2,704",27.1,1
Stay With Me,Candy Baby,1nonly,7/30/2020,TCAFE2016912,"2,693",27.1,1
Typa Girl,BORN PINK,BLACKPINK,9/16/2022,KRA402200021,"2,697",27.1,1
Ayy Macarena,Ayy Macarena,Tyga,11/13/2019,USQX91903309,"2,703",27.1,1
ELA PIROU NA DODGE RAM,ELA PIROU NA DODGE RAM - Single,Luan Pereira,3/17/2023,BCX5C2300005,"2,692",27.1,1
Like What (Freestyle),Like What (Freestyle),Cardi B,3/1/2024,USAT22401675,"2,696",27.1,1
Party In The U.S.A.,The Time Of Our Lives (International Version),Miley Cyrus,1/1/2009,USHR10924519,"2,695",27.1,0
Wet Dreamz,2014 Forest Hills Drive,J. Cole,12/9/2014,USQX91402592,"2,724",27.0,1
Dhani Ho Sab Dhan,Dhani Ho Sab Dhan,Pawan Singh,1/31/2023,INS7A2352922,"2,709",27.0,0
Next Level,Next Level,aespa,5/17/2021,KRA302100169,"2,715",27.0,0
Whiskey Glasses,The Way I Talk,Morgan Wallen,7/29/2016,QZ22S1500059,"2,712",27.0,0
Bado Badi,Bado Badi,Chahat Fateh Ali Khan,4/23/2024,GX5PW2400002,"2,708",27.0,0
Esta Vida,Esta Vida - Single,Marshmello,4/13/2023,USSD12300013,"2,719",27.0,0
